akustihkalaš aakuustlâš 
anárlaš aanaarlâš 
dovddolaš tobdolâš 
dulpái nurssáá 
gohpolas turdáá 
gohppái roggáá 
gohččui kieppii 
hutkkálaš utkáá 
iđidaš iiđeedlâš 
jeaggái jiäggáá 
keaisárlaš kiäisárlâš 
logádat lovádâs 
luohkkái luákkáá 
mollui smiäru 
oaččálaš uážálâš 
orrul uáccáá 
riidálas kaađâš 
roggái roggáá 
rossii rossii 
rossui rossii 
ruobbái ruábbáá 
ruovjái ruávjáá 
ráđálaš ráđđáá 
snárkái šnárkkáá 
soalsái suálssáá 
spállái rossii 
tiidii passaa 
tropihkalaš trooppisâš 
uddui udduu 
vieljalaš viljâlâš 
várrái várálâš 
áhčálaš iäčálâš 
ánssolaš ánsulâš 
ánssáškeahttá áánsášmettum 
ásialaš aasialâš 
čálekeahttá čälimettum 
báikkiid suulân 
ráđđái ráđđáá 
vealttakeahttá veltihánnáá 
vissásit vissásávt 
čatnagasas čonâsist 
čatnagassii čonâsân 
bonjahat toppiittâh 
eanamuorji mansikka 
gieldá kuolbâfiskispáinu 
guolbmá porge 
mearkabiire vittápirrâdâh 
arvái arvaa 
ballalas palolâš 
duoddul tyestil 
duoggái tuággáá 
nealgái niälgáá 
njivlái njivláá 
nárrii nirráá 
riidui rijduu 
ruoššalaš ryeššilâš 
sánálaš sánálâš 
arveš iäljár 
buozus pyeccee 
dagolaš viälgulâš 
duhkorahkes leikkii 
duhkordallalas stulláá 
duoldalas huálššáá 
duskái puáššáá 
gulccas hyeni 
gulles murriš 
herskui ranttu 
klovkken skelmušiđ 
luktui paasnik 
máhken viärdágâš 
njihtalas piätulâš 
njuvvui njivláá 
seahčat čuuvâs 
sesttolaš šiäštálâs 
sierralaš ereslágán 
skoddui soovđâs 
sorpmálaš vaahâglâš 
suoldnái suálnum 
veahkálaš išálâš 
čuvdda haijii 
duhtosii tuođâi 
duolbasii liäddud 
gávnnas povustem 
máistot  njävhistiđ 
njahppit  nivkkeđ 
